31.7175,3.5084e-015
148.2825,3.5084e-015
-148.2825,3.5084e-015
-31.7175,3.5084e-015
0,58.2825
0,-58.2825
180,-58.2825
180,58.2825
90,31.7175
-90,31.7175
-90,-31.7175
90,-31.7175
0,90
121.7175,54
58.2825,54
-58.2825,54
-121.7175,54
58.2825,-54
121.7175,-54
-121.7175,-54
-58.2825,-54
0,3.5084e-015
-20.9052,30
20.9052,30
20.9052,-30
-20.9052,-30
180,3.5084e-015
159.0948,30
-159.0948,30
-159.0948,-30
159.0948,-30
90,3.5084e-015
58.2825,-18
58.2825,18
121.7175,18
121.7175,-18
-58.2825,18
-58.2825,-18
-90,3.5084e-015
-121.7175,-18
-121.7175,18
0,74.1413
58.2825,72
30.9209,59.6175
180,74.1413
149.0791,59.6175
121.7175,72
90,58.2825
102.887,43.9301
77.113,43.9301
-30.9209,59.6175
-58.2825,72
-77.113,43.9301
-102.887,43.9301
-90,58.2825
-121.7175,72
-149.0791,59.6175
77.113,-43.9301
102.887,-43.9301
90,-58.2825
-90,-58.2825
-102.887,-43.9301
-77.113,-43.9301
15.8587,3.5084e-015
9.6937,15.2402
26.7006,15.0636
-15.8587,3.5084e-015
-26.7006,15.0636
-9.6937,15.2402
0,31.7175
-13.0353,44.5914
13.0353,44.5914
26.7006,-15.0636
9.6937,-15.2402
13.0353,-44.5914
-13.0353,-44.5914
0,-31.7175
-9.6937,-15.2402
-26.7006,-15.0636
-164.1413,3.5084e-015
-170.3063,15.2402
-153.2994,15.0636
164.1413,3.5084e-015
153.2994,15.0636
170.3063,15.2402
180,31.7175
166.9647,44.5914
-166.9647,44.5914
-153.2994,-15.0636
-170.3063,-15.2402
-166.9647,-44.5914
166.9647,-44.5914
180,-31.7175
170.3063,-15.2402
153.2994,-15.0636
90,15.8587
74.5496,9.3497
73.2343,25.7146
90,-15.8587
73.2343,-25.7146
74.5496,-9.3497
58.2825,-9.2139e-015
44.6607,-9.243
44.6607,9.243
106.7657,25.7146
105.4504,9.3497
135.3393,9.243
135.3393,-9.243
121.7175,-9.2139e-015
105.4504,-9.3497
106.7657,-25.7146
-73.2343,25.7146
-74.5496,9.3497
-90,15.8587
-44.6607,9.243
-44.6607,-9.243
-58.2825,-9.2139e-015
-74.5496,-9.3497
-73.2343,-25.7146
-90,-15.8587
-105.4504,9.3497
-106.7657,25.7146
-106.7657,-25.7146
-105.4504,-9.3497
-121.7175,-9.2139e-015
-135.3393,-9.243
-135.3393,9.243
58.2825,36
40.5007,25.1713
35.8898,43.4871
58.2825,-36
35.8898,-43.4871
40.5007,-25.1713
-35.8898,43.4871
-40.5007,25.1713
-58.2825,36
-35.8898,-43.4871
-58.2825,-36
-40.5007,-25.1713
144.1102,43.4871
139.4993,25.1713
121.7175,36
144.1102,-43.4871
121.7175,-36
139.4993,-25.1713
-144.1102,43.4871
-121.7175,36
-139.4993,25.1713
-144.1102,-43.4871
-139.4993,-25.1713
-121.7175,-36
0,66.2119
20.1793,67.5637
15.1538,59.8746
0,82.0706
58.2825,81
31.1018,75.1037
41.2377,66.383
58.2825,63
45.6476,57.5555
180,82.0706
148.8982,75.1037
121.7175,81
180,66.2119
164.8462,59.8746
159.8207,67.5637
138.7623,66.383
134.3524,57.5555
121.7175,63
73.2343,57.1589
82.5467,51.2793
68.6594,49.3455
106.7657,57.1589
111.3406,49.3455
97.4533,51.2793
90,44.6607
95.9061,37.9986
84.0939,37.9986
90,74.5496
101.6407,65.9208
78.3593,65.9208
-15.1538,59.8746
-20.1793,67.5637
-45.6476,57.5555
-58.2825,63
-41.2377,66.383
-31.1018,75.1037
-58.2825,81
-68.6594,49.3455
-82.5467,51.2793
-73.2343,57.1589
-84.0939,37.9986
-95.9061,37.9986
-90,44.6607
-97.4533,51.2793
-111.3406,49.3455
-106.7657,57.1589
-121.7175,81
-148.8982,75.1037
-121.7175,63
-134.3524,57.5555
-138.7623,66.383
-159.8207,67.5637
-164.8462,59.8746
-78.3593,65.9208
-101.6407,65.9208
-90,74.5496
45.6476,-57.5555
68.6594,-49.3455
82.5467,-51.2793
73.2343,-57.1589
84.0939,-37.9986
95.9061,-37.9986
90,-44.6607
97.4533,-51.2793
111.3406,-49.3455
106.7657,-57.1589
134.3524,-57.5555
-45.6476,-57.5555
-134.3524,-57.5555
-73.2343,-57.1589
-82.5467,-51.2793
-68.6594,-49.3455
-106.7657,-57.1589
-111.3406,-49.3455
-97.4533,-51.2793
-90,-44.6607
-95.9061,-37.9986
-84.0939,-37.9986
23.7881,3.5084e-015
21.1846,7.5653
29.2529,7.539
7.9294,3.5084e-015
4.7599,7.6471
12.8315,7.631
18.2007,15.3125
14.9959,22.7175
23.9606,22.5577
-7.9294,3.5084e-015
-12.8315,7.631
-4.7599,7.6471
-23.7881,3.5084e-015
-29.2529,7.539
-21.1846,7.5653
-18.2007,15.3125
-23.9606,22.5577
-14.9959,22.7175
10.5472,31.2825
5.9375,38.3336
17.3545,37.3603
-10.5472,31.2825
-17.3545,37.3603
-5.9375,38.3336
0,45.3393
-7.5032,51.6138
7.5032,51.6138
0,15.4504
-5.1524,23.5536
5.1524,23.5536
29.2529,-7.539
21.1846,-7.5653
23.9606,-22.5577
14.9959,-22.7175
18.2007,-15.3125
12.8315,-7.631
4.7599,-7.6471
17.3545,-37.3603
5.9375,-38.3336
10.5472,-31.2825
7.5032,-51.6138
-7.5032,-51.6138
0,-45.3393
-5.9375,-38.3336
-17.3545,-37.3603
-10.5472,-31.2825
-4.7599,-7.6471
-12.8315,-7.631
-14.9959,-22.7175
-23.9606,-22.5577
-18.2007,-15.3125
-21.1846,-7.5653
-29.2529,-7.539
5.1524,-23.5536
-5.1524,-23.5536
0,-15.4504
-156.2119,3.5084e-015
-158.8154,7.5653
-150.7471,7.539
-172.0706,3.5084e-015
-175.2401,7.6471
-167.1685,7.631
-161.7993,15.3125
-165.0041,22.7175
-156.0394,22.5577
172.0706,3.5084e-015
167.1685,7.631
175.2401,7.6471
156.2119,3.5084e-015
150.7471,7.539
158.8154,7.5653
161.7993,15.3125
156.0394,22.5577
165.0041,22.7175
-169.4528,31.2825
-174.0625,38.3336
-162.6455,37.3603
169.4528,31.2825
162.6455,37.3603
174.0625,38.3336
180,45.3393
172.4968,51.6138
-172.4968,51.6138
180,15.4504
174.8476,23.5536
-174.8476,23.5536
-150.7471,-7.539
-158.8154,-7.5653
-156.0394,-22.5577
-165.0041,-22.7175
-161.7993,-15.3125
-167.1685,-7.631
-175.2401,-7.6471
-162.6455,-37.3603
-174.0625,-38.3336
-169.4528,-31.2825
-172.4968,-51.6138
172.4968,-51.6138
180,-45.3393
174.0625,-38.3336
162.6455,-37.3603
169.4528,-31.2825
175.2401,-7.6471
167.1685,-7.631
165.0041,-22.7175
156.0394,-22.5577
161.7993,-15.3125
158.8154,-7.5653
150.7471,-7.539
-174.8476,-23.5536
174.8476,-23.5536
180,-15.4504
90,23.7881
81.8935,20.9915
81.3746,28.9759
90,7.9294
82.3268,4.7175
82.176,12.7159
73.9218,17.5332
66.5667,13.8085
65.5551,22.0267
90,-7.9294
82.176,-12.7159
82.3268,-4.7175
90,-23.7881
81.3746,-28.9759
81.8935,-20.9915
73.9218,-17.5332
65.5551,-22.0267
66.5667,-13.8085
58.2825,9
51.5163,4.6542
51.3446,13.7146
58.2825,-9
51.3446,-13.7146
51.5163,-4.6542
44.6607,-9.2139e-015
38.1466,-4.651
38.1466,4.651
74.5496,-9.2139e-015
66.3613,-4.7221
66.3613,4.7221
98.6254,28.9759
98.1065,20.9915
114.4449,22.0267
113.4333,13.8085
106.0782,17.5332
97.824,12.7159
97.6732,4.7175
128.6554,13.7146
128.4837,4.6542
121.7175,9
141.8534,4.651
141.8534,-4.651
135.3393,-9.2139e-015
128.4837,-4.6542
128.6554,-13.7146
121.7175,-9
97.6732,-4.7175
97.824,-12.7159
113.4333,-13.8085
114.4449,-22.0267
106.0782,-17.5332
98.1065,-20.9915
98.6254,-28.9759
113.6387,4.7221
113.6387,-4.7221
105.4504,-9.2139e-015
-81.3746,28.9759
-81.8935,20.9915
-90,23.7881
-65.5551,22.0267
-66.5667,13.8085
-73.9218,17.5332
-82.176,12.7159
-82.3268,4.7175
-90,7.9294
-51.3446,13.7146
-51.5163,4.6542
-58.2825,9
-38.1466,4.651
-38.1466,-4.651
-44.6607,-9.2139e-015
-51.5163,-4.6542
-51.3446,-13.7146
-58.2825,-9
-82.3268,-4.7175
-82.176,-12.7159
-90,-7.9294
-66.5667,-13.8085
-65.5551,-22.0267
-73.9218,-17.5332
-81.8935,-20.9915
-81.3746,-28.9759
-90,-23.7881
-66.3613,4.7221
-66.3613,-4.7221
-74.5496,-9.2139e-015
-98.1065,20.9915
-98.6254,28.9759
-97.6732,4.7175
-97.824,12.7159
-106.0782,17.5332
-113.4333,13.8085
-114.4449,22.0267
-97.824,-12.7159
-97.6732,-4.7175
-98.6254,-28.9759
-98.1065,-20.9915
-106.0782,-17.5332
-114.4449,-22.0267
-113.4333,-13.8085
-121.7175,9
-128.4837,4.6542
-128.6554,13.7146
-121.7175,-9
-128.6554,-13.7146
-128.4837,-4.6542
-135.3393,-9.2139e-015
-141.8534,-4.651
-141.8534,4.651
-105.4504,-9.2139e-015
-113.6387,-4.7221
-113.6387,4.7221
74.9573,34.8376
58.2825,27
66.1627,31.0725
67.1459,40.3468
58.2825,45
42.6709,17.2178
49.6138,21.8235
35.7798,12.2996
33.3761,20.2522
30.9209,27.9324
45.8968,49.2825
33.849,51.5777
27.7323,36.9775
24.5705,44.6126
20.4508,52.4338
48.8895,30.8889
38.4492,34.3505
47.7031,40.2841
74.9573,-34.8376
58.2825,-45
67.1459,-40.3468
66.1627,-31.0725
58.2825,-27
33.849,-51.5777
45.8968,-49.2825
20.4508,-52.4338
24.5705,-44.6126
27.7323,-36.9775
49.6138,-21.8235
42.6709,-17.2178
30.9209,-27.9324
33.3761,-20.2522
35.7798,-12.2996
47.7031,-40.2841
38.4492,-34.3505
48.8895,-30.8889
-20.4508,52.4338
-27.7323,36.9775
-24.5705,44.6126
-33.849,51.5777
-45.8968,49.2825
-33.3761,20.2522
-30.9209,27.9324
-35.7798,12.2996
-42.6709,17.2178
-49.6138,21.8235
-58.2825,45
-67.1459,40.3468
-58.2825,27
-66.1627,31.0725
-74.9573,34.8376
-38.4492,34.3505
-48.8895,30.8889
-47.7031,40.2841
-20.4508,-52.4338
-45.8968,-49.2825
-33.849,-51.5777
-24.5705,-44.6126
-27.7323,-36.9775
-67.1459,-40.3468
-58.2825,-45
-74.9573,-34.8376
-66.1627,-31.0725
-58.2825,-27
-30.9209,-27.9324
-33.3761,-20.2522
-49.6138,-21.8235
-42.6709,-17.2178
-35.7798,-12.2996
-47.7031,-40.2841
-48.8895,-30.8889
-38.4492,-34.3505
159.5492,52.4338
152.2677,36.9775
155.4295,44.6126
146.151,51.5777
134.1032,49.2825
146.6239,20.2522
149.0791,27.9324
144.2202,12.2996
137.3291,17.2178
130.3862,21.8235
121.7175,45
112.8541,40.3468
121.7175,27
113.8373,31.0725
105.0427,34.8376
141.5508,34.3505
131.1105,30.8889
132.2969,40.2841
159.5492,-52.4338
134.1032,-49.2825
146.151,-51.5777
155.4295,-44.6126
152.2677,-36.9775
112.8541,-40.3468
121.7175,-45
105.0427,-34.8376
113.8373,-31.0725
121.7175,-27
149.0791,-27.9324
146.6239,-20.2522
130.3862,-21.8235
137.3291,-17.2178
144.2202,-12.2996
132.2969,-40.2841
131.1105,-30.8889
141.5508,-34.3505
-159.5492,52.4338
-134.1032,49.2825
-146.151,51.5777
-155.4295,44.6126
-152.2677,36.9775
-112.8541,40.3468
-121.7175,45
-105.0427,34.8376
-113.8373,31.0725
-121.7175,27
-149.0791,27.9324
-146.6239,20.2522
-130.3862,21.8235
-137.3291,17.2178
-144.2202,12.2996
-132.2969,40.2841
-131.1105,30.8889
-141.5508,34.3505
-159.5492,-52.4338
-152.2677,-36.9775
-155.4295,-44.6126
-146.151,-51.5777
-134.1032,-49.2825
-146.6239,-20.2522
-149.0791,-27.9324
-144.2202,-12.2996
-137.3291,-17.2178
-130.3862,-21.8235
-121.7175,-45
-112.8541,-40.3468
-121.7175,-27
-113.8373,-31.0725
-105.0427,-34.8376
-141.5508,-34.3505
-131.1105,-30.8889
-132.2969,-40.2841
0,62.2472
8.4064,63.2434
7.4001,59.2995
0,70.1766
11.7764,71.1199
9.8078,67.2082
17.3244,63.7407
26.3034,63.689
23.0679,59.9823
0,78.1059
20.3476,78.9568
15.064,75.1596
0,86.0353
58.2825,85.5
31.146,82.5895
41.325,78.3576
58.2825,76.5
45.963,73.9847
35.4793,63.093
43.7625,61.9865
38.5024,58.797
48.652,69.3984
58.2825,67.5
50.2963,64.9355
51.4368,60.4267
58.2825,58.5
52.2545,55.9395
24.5722,71.4096
37.2787,70.8098
30.9667,67.3214
180,86.0353
148.854,82.5895
121.7175,85.5
180,78.1059
164.936,75.1596
159.6524,78.9568
138.675,78.3576
134.037,73.9847
121.7175,76.5
180,70.1766
170.1922,67.2082
168.2236,71.1199
180,62.2472
172.5999,59.2995
171.5936,63.2434
162.6756,63.7407
156.9321,59.9823
153.6966,63.689
131.348,69.3984
129.7037,64.9355
121.7175,67.5
144.5207,63.093
141.4976,58.797
136.2375,61.9865
128.5632,60.4267
127.7455,55.9395
121.7175,58.5
155.4278,71.4096
149.0333,67.3214
142.7213,70.8098
65.4559,55.8068
70.7375,53.2739
63.7384,51.7869
81.4861,57.9979
85.9499,54.8376
78.223,54.3084
75.4612,50.5195
79.6386,47.6366
73.0983,46.7155
98.5139,57.9979
